image,CSI_A_equal,CSI_B_extent,CSI_C_width,CSI_D_extent_width
20160316_143603_1_1,45.74696998884141,43.41285342688391,43.365511525790716,41.923370904370614
20160316_143603_1_1081,44.39007625480199,40.436689734185215,40.79798831598376,40.03168606246673
20160316_143603_1_361,69.23213152274272,69.90795598718783,68.710004440416,67.55938608951564
20160316_143603_1_721,34.78594520437114,32.20051164719629,32.368886139597976,32.016451623137996
20160316_143603_641_1,33.04478422340081,28.13074830798402,29.02145089006748,28.5610888812204
20160316_143603_641_1081,43.941816580422824,41.97296201941636,41.560645977820336,40.422529791974746
20160316_143603_641_361,24.267134180240504,22.610247700998922,22.975855345629505,22.769158721597904
20160316_143603_641_721,49.30494411672929,48.35975786653146,47.71841645725374,45.88219366749443
20160316_143624_1081_1281,36.83265875704493,35.069620151916595,35.905685069120395,35.69177494900612
20160316_143624_1081_641,22.70838532602841,20.266365301385836,22.244870114437614,22.285254190274724
20160316_143624_1_641,33.3054616441244,32.44274568866107,32.03473836506896,31.629272851372637
20160316_143624_361_1281,35.53908114841832,35.088647351915384,34.66919769063935,34.2390531301756
20160316_143624_361_1921,36.62812800230456,36.70549882956769,35.682640348075815,35.43488603149406
20160316_143624_361_641,33.67453665242436,33.18724904228736,33.49240103573353,32.9959920017138
20160316_143624_721_1281,37.52425030114163,36.624082778085274,37.297677877764116,36.67221004155562
20160316_143624_721_641,33.38793075461943,31.960432539944584,32.42643668467417,31.7316696475697
20160316_143629_1281_361,66.35359315168745,65.53385120095895,65.2174524857746,64.19344972949641
20160316_143629_1281_721,20.211166291393866,19.20339894416247,21.438598128556873,21.209645775437398
20160316_143629_1921_361,50.065573493581596,49.23344727478243,48.802293342287584,48.47032221541052
20160316_143629_1921_721,32.66543457140243,31.518537486253596,32.99209482899411,32.96301074941867
20160316_143629_1_721,53.33451142407439,52.79065038326346,52.483919912944025,51.547736746565064
20160316_143629_641_361,67.04474933215741,66.16747580779351,66.65991726320505,66.2486943326806
20160316_143629_641_721,6.868110142936942,6.919528718828127,7.977554587381386,7.816214155020811
20160316_144105_1281_1,25.67301045608173,24.635962663562594,24.857719332982658,24.628228359358584
20160316_144105_1281_1081,50.707441772355764,48.73619384344053,49.368333986990045,49.072784241896706
20160316_144105_1281_361,80.62649551577128,79.76253628671296,77.76436634966498,76.85086962004628
20160316_144105_1281_721,58.22958274207035,59.405194746068915,57.56253985772095,55.951198192574424
20160316_144105_1921_1,38.46892114740262,37.00059477407521,37.449181196450304,36.90018629539412
20160316_144105_1921_361,40.43744773710609,39.580158154337646,39.67394426441689,39.27349708063751
20160316_144105_1_1,66.85754574844998,64.65941942285998,63.5740332266782,61.332364546679095
20160316_144105_1_361,29.558867636485616,27.337802177325038,27.353383743022373,26.189264311127157
20160316_144105_1_721,28.150005300782908,26.75253957824471,27.35744185343114,26.456866356920138
20160316_144105_641_361,68.24796869220296,66.68438779406223,66.45221097682234,64.92717303268655
20160316_144105_641_721,37.568989505785346,35.92230941752479,35.29950983633422,33.34079076700941
20160316_144203_1281_721,81.13695703429187,83.5484545163224,82.18734340521127,82.18734340521127
20160316_144203_1921_721,74.39143706452973,76.65955088526,75.16972034564405,75.1816996197446
20160316_144203_1_361,51.689837799044824,53.064671208917844,51.86986711309116,52.34814509755591
20160316_144203_641_361,57.19658542998789,58.36617594187909,57.23142394122287,57.26010567863607
20160316_144203_641_721,36.5944348685844,37.41897469691054,36.840784800757795,37.62303879828413
20160316_144212_1281_361,21.54159474655268,20.941130523055577,22.719328092504917,22.814658436121235
20160316_144212_1281_721,59.70574009897134,61.77867093116627,61.89853573415882,61.915973584303075
20160316_144212_1921_361,47.77319730530073,48.88976376756967,48.31344353996918,48.50897607721935
20160316_144212_1921_721,21.63692663143393,19.407983295042285,20.85542896676138,21.07242773948673
20160316_144212_1_361,27.560865481753183,23.89801986076016,24.69403215423119,24.71222335401605
20160316_144212_1_721,41.9450999192857,42.44585088014541,41.64396875075858,41.81317752753555
20160316_144212_641_361,16.374168757627984,15.809684367883348,16.889003790362413,16.536251716699805
20160316_144212_641_721,56.153977277252864,55.446474015568306,54.89039825717719,53.59088889414008
20160316_183217_1281_1,32.99920153774882,34.30601626654893,35.204195975468714,35.800779590137275
20160316_183217_1281_1081,33.54526105999669,34.38618614527771,34.70431238406841,33.75551192597152
20160316_183217_1281_361,37.02485991782014,39.49894686779969,41.15708214004237,42.83250627865964
20160316_183217_1281_721,25.39579766763613,25.017589755251546,24.810688979022533,24.017106353233594
20160318_181602_1281_361,56.87062352764411,57.474412685836306,56.03957571029943,55.477283884300164
20160318_181602_1921_361,49.72515335600109,48.853730281060095,48.10001983637288,47.3275435741753
20160318_181602_1_1081,9.85538726898039,10.04868694499869,11.633165046758167,11.826464722776468
20160318_181602_1_721,46.850121105896584,47.77591845076207,46.76481801974433,45.98007552453053
20160318_181602_641_361,58.3216938839319,58.044379633981,56.77182086995647,56.300250412972375
20160318_181602_641_721,28.387571541714607,23.53005723337169,24.35005723337169,24.35005723337169
20160318_181627_1281_361,42.608193477538755,43.75626393249824,43.16263325630945,42.829371689964155
20160318_181627_1281_721,55.32773425689535,56.80136065078925,55.45955869307109,55.73023576539702
20160318_181627_1921_361,63.33434971278127,63.62171063362937,61.945045902702425,62.374142565412264
20160318_181627_1921_721,14.641666666666664,14.641666666666664,17.569999999999997,17.569999999999997
20160318_181627_1_1,11.850533254043121,12.152704574060863,13.850533254043118,14.084769243269982
20160318_181627_1_361,38.07842036990105,39.2153357385592,38.75433174534499,38.39807761568258
20160318_181627_1_721,40.65766655441901,40.75136570779246,39.87797771833027,39.15068700023737
20160318_181627_641_361,57.34734781177552,58.32083181556356,57.20426211613352,56.18435098161383
20160318_181627_641_721,51.444170791194196,52.73548380533166,51.72333753672902,51.9640736146051
20160321_183951_1281_1,28.443894891034923,27.577401528056367,27.8751592222081,27.93737830230225
20160321_183951_1281_1081,31.54228964073214,33.04615982591716,33.26035449027662,34.21210905053347
20160321_183951_1281_361,45.04774378585742,45.30882809225537,47.746699903618364,47.6068958504044
20160321_183951_1281_721,78.85912519439555,82.14182517496906,82.14182517496906,83.08730015551643
20160321_183951_1921_361,66.60514566067502,68.76633200202103,69.81970355902973,71.17737341452259
20160321_183951_1921_721,70.01059036167678,72.85719619528189,73.25025323769106,75.2223582045231
20160321_183951_1_361,56.47189675746698,61.47189675746698,60.7091189796892,63.65196185041804
20160321_183951_641_361,68.27516138957634,72.20132585706688,72.20132585706688,74.62012911166106
20160321_185457_1281_1,35.45394197769612,36.56462627105209,38.33524956182353,39.04412922283624
20160321_185457_1281_1081,26.665811569874688,22.554871478121974,23.777093700344192,23.777093700344192
20160321_185457_1281_361,80.60579343530428,83.39685427004478,83.25685427004478,84.20463474824342
20160321_185457_1281_721,71.73892328046071,74.58630056493054,72.66156714842049,73.22060545738869
20160321_185457_1921_1,46.12542727305726,47.194432419262775,46.93001392923032,47.91362324295518
20160321_185457_1921_1081,64.2442078892274,65.65562302601045,65.09651424301165,67.00247276626838
20160321_185457_1921_721,26.996964352024104,28.051111772317867,31.124186574246327,31.96031076665125
20160321_185457_1_361,40.51481195478097,38.278170466041274,38.54288735605382,37.66019356157747
20160321_185457_1_721,34.331864113183876,32.83495687768462,33.47082517058163,32.85375470475308
20160321_185457_641_361,41.633640378744104,42.65309342441558,43.132669628035536,42.46109322908869
20160321_185457_641_721,42.96170266632987,40.09378947396479,40.91023746212778,40.73646615673792
20160321_185518_1281_1,33.450512092803834,31.255927704641103,31.665871333079394,31.44052241736649
20160321_185518_1281_361,58.32657452036898,58.694589413829256,57.21890075722913,56.71708137393987
20160321_185518_1281_721,3.6332162485103154,3.6931928315457117,4.2998829151769815,4.359859498212377
20160321_185518_1921_1,39.76452092363337,38.434309086531336,38.767464781132745,39.1453053497039
20160321_185518_1921_1081,46.1475600696596,48.07486823931587,48.39142272451099,50.50493908533744
20160321_185518_1921_361,22.987636799519144,24.827522128493012,24.5431923550747,25.180991208674165
20160321_185518_1921_721,43.31402588124963,44.981872163610205,45.60669811683793,46.7349021318776
20160321_185518_1_1081,20.92147743043785,19.431705653314012,19.887298149018026,18.932663619608913
20160321_185518_1_361,54.20058304195695,54.46269774319179,54.17263153009601,53.978376637534886
20160321_185518_1_721,22.456137211095893,20.26433249433801,20.37556586530637,19.513554138051102
20160321_185518_641_1,34.62201260037949,33.49667121021242,33.65624303817245,34.04513309105021
20160321_185518_641_361,60.84334970432186,63.12239182674318,61.53400961489367,61.34699974271206
20160321_185534_1281_1081,18.32942736481007,18.0824165207283,19.089393268863226,18.682921728911538
20160321_185534_1281_361,47.98258941083979,45.83566750457631,45.65403072214317,43.9804562046492
20160321_185534_1281_721,39.10039242628186,40.299114681487005,41.02586451442823,40.493480941809715
20160321_185534_1921_361,7.691481436070832,7.924655782739087,8.46925921384861,8.17508939774873
20160321_185534_1921_721,33.728229804590576,33.88824362148559,34.44117333001352,33.69450220439438
20160321_185534_641_1,39.04662133711172,38.135358191492074,38.70730371265364,38.52229491625515
20160321_185534_641_1081,17.670649728467154,16.59718703054563,18.12770479171941,18.093262038203935
20160321_185534_641_361,52.569509852319186,52.775410138395664,52.40263254957674,51.938940837270984
20160321_185534_641_721,31.307294370860156,31.551702596163604,31.252804988173626,31.14363071266809
20160321_185637_1281_1,21.14220496850897,21.91431432918195,24.475538301842303,25.124649362819802
20160321_185637_1281_1081,35.93023394183278,37.24414577115439,37.14362231683341,37.73190072877486
20160321_185637_1281_361,44.80624044692941,46.45832211883542,46.27503744196984,46.86267282238577
20160321_185637_1281_721,27.32619698298249,27.810349275036394,29.02818329811306,29.647511762454887
20160321_185637_1921_1,57.214633081747046,57.1931847936047,57.41237130922272,57.77777787860605
20160321_185637_1_1,43.90964358823678,41.74382520706187,42.05287811223013,41.62072017136401
20160321_185637_1_1081,63.90352819405795,65.55109561786115,64.2636202456427,65.69777329968326
20160321_185637_1_721,39.147267629386754,34.85136476898945,36.37202132000111,36.6187232237083
20160321_185637_641_721,60.62714850338398,63.78070585997825,61.91852432921654,63.154970753119514
20160324_165857_1281_361,31.274140854733606,32.33241365441778,31.809174103885564,31.3057917848513
20160324_165857_1281_721,9.000004554169449,9.025561020558893,10.774448998613892,10.800005465003338
20160324_165857_1921_721,52.336703569924794,52.5708863848265,51.768392303069845,51.827684352786484
20160324_165857_1_361,26.993899177878415,23.719603162178366,24.661973848583134,24.599266858382084
20160324_165857_1_721,38.2559267080811,38.534310583673985,38.591760626699134,38.209841280414594
20160324_165857_641_361,41.89499798900728,42.43194422525165,41.71734540404138,41.61186270029304
20160324_170309_1281_1,23.591578164517337,24.270520374423697,24.526954149746576,24.83595053652366
20160324_170309_1281_1081,32.3181523780028,31.91075889211106,32.355057359315204,32.610369412438395
20160324_170309_1281_361,41.42116109015378,40.566556307009606,42.424768178989204,42.37828290594161
20160324_170309_1281_721,42.622076178304724,41.68776957032384,42.62908439387546,42.77280907331832
20160324_170309_641_1,19.011665803853006,18.568401487633047,18.354538389449857,17.852614395004345
20160324_170309_641_1081,38.02312215064754,36.82645660704992,38.08869331379503,38.2006909736945
20160324_170309_641_361,32.061439590661735,29.170837116140014,29.135293420582155,28.644683508089564
20160324_170309_641_721,30.583792350109253,29.146297831735225,29.36343910381315,29.26386244704266
20160324_170323_1281_721,57.412391250853645,61.17093208475642,60.46716062377712,62.62412258930817
20160324_170323_1921_361,26.8681684130031,25.951233987265297,26.327678849334923,26.07053389515213
20160324_170323_1921_721,50.480890561175585,51.903540321893175,51.66666381773286,53.19402101281665
20160324_170323_1_721,49.71475269185769,48.87730529999744,49.163163191450074,48.78230859280311
20160324_170323_641_361,26.841291750977387,26.626705886728946,27.765235681533568,26.82486270006155
20160324_170323_641_721,51.63868378174319,52.89695631028549,54.734931152113006,55.41277511951731
20160324_170408_1281_361,24.639673359310365,23.864955604843214,25.072919572393843,24.749144085680364
20160324_170408_1281_721,30.195312526268015,28.041204034844114,28.18972534043307,26.97031852094762
20160324_170408_1921_721,54.44471565396396,51.117672821608416,50.355271209519515,48.722797969571204
20160324_170408_1_361,30.984523020493253,31.068112507374558,31.196686656132368,30.48380345221232
20160324_170408_1_721,25.1189243579091,22.916653928629653,24.691786773665463,24.624873796255663
20160324_170408_641_361,49.69892990930867,48.89529213134755,48.44986795879138,48.02332560589262
20160324_170542_1281_361,57.43954059096161,54.3450373080411,53.328429479850506,51.54040368470605
20160324_170542_1921_361,32.312277113938215,29.187644198528282,29.94904964656887,29.558121906180514
20160324_170542_1921_721,45.92858994715451,42.75037390502977,42.36172589426138,41.24461242370484
20160324_170542_1_361,42.3086670300477,38.97671423604504,38.859470273106055,37.98364377213835
20160324_170542_1_721,17.31627638650879,15.555193659983818,15.95780818863773,15.714458718565874
20160324_170542_641_361,47.427243395327025,45.9077628422193,44.904178197102304,43.948964006495615
20160324_170655_1281_361,47.9626880520753,50.93254877770317,49.93898052672541,51.44839805472685
20160324_170655_1921_361,79.95442410512766,81.84243685443246,80.33082784198365,80.47342397566642
20160324_170655_1_361,23.360827263131096,23.799456477283464,27.13860504090887,27.121475794365175
20160324_170655_1_721,66.59880251738032,70.88928802971613,70.88928802971613,73.27904201390425
20160324_170655_641_361,60.52900538615212,62.58387122626471,62.62258950360091,63.901323309804845
20160324_173501_1281_721,37.07872101937628,37.87957584656862,36.84936082272062,36.343406863197025
20160324_173501_1921_361,19.714027655324593,17.43455545759301,19.097888790926344,19.097888790926344
20160324_173501_1921_721,45.16131549681897,46.50995373551784,46.02172883234401,45.105502203802835
20160324_173501_1_721,31.62616934045243,32.93558487350102,31.990787958981304,31.803862634734713
20160324_173501_641_721,55.74945475642345,54.61824030676572,54.04457309185716,53.29578712384476
20160324_173527_1281_721,60.05827536025548,61.64480662884163,60.002512763351426,60.92898579696258
20160324_173527_1921_361,36.00650971194965,37.19385871941739,37.29911555715887,38.010249649632335
20160324_173527_1921_721,43.531089284002746,41.6588532987783,43.13600799999604,43.426117580322256
20160324_173527_1_361,59.412788733498914,59.81600557151001,58.654600866243136,58.90415150844397
20160324_173527_641_361,37.00843294989393,36.64297034150792,37.13595195711825,37.06522757313891
20160324_173527_641_721,49.59283120860507,49.42356167266191,50.4297953327286,51.1640198689729
20160325_185829_1281_1,0.240540254949615,0.240540254949615,0.240540254949615,0.19243220395969202
20160325_185829_1281_1081,9.66465650823459,9.179408486324034,8.975763966505038,8.139014246225665
20160325_185829_1281_361,27.82659626496782,28.27477433058104,28.278334768066916,27.14304502589137
20160325_185829_1281_721,16.17724069500977,15.290828924311327,15.247509735026638,14.537319823466085
20160325_185829_1921_721,18.862456448712354,19.76788890236824,20.238012004267915,19.65194117739276
20160325_185829_1_1,0.06474605903995,0.06474605903995,0.06474605903995,0.05179684723196001
20160325_185829_1_1081,20.571229220958802,19.942698159950968,19.483257211680584,17.72697638441891
20160325_185829_1_361,28.711393990183225,29.20790909308834,29.311234302932803,28.35135366134655
20160325_185829_641_1,8.834396708752527,8.197169003681095,8.069292627699316,7.323270118965583
20160325_185829_641_1081,21.92261275121413,21.969711598850306,21.633565129794537,20.432605361305065
20160325_185829_641_361,18.017435294943933,18.784497625762633,18.372990850499487,16.659184008703658
20160326_141812_1281_721,12.631530748868675,13.167307450713034,14.006530748868675,13.92677800278366
20160326_141812_1921_721,23.155390277205363,23.90434349946758,23.940148641795385,23.87270193710867
20160326_141812_1_1,47.072863527633466,48.9399816723057,48.8080551689378,49.38658827328703
20160326_141812_641_1,5.728528064226483,6.074649296391423,6.127416953115371,6.072842693488843
20160326_141812_641_361,5.01210816944854,5.014529803338248,6.01210816944854,6.014529803338248
20160326_141812_641_721,1.169662265941285,1.169662265941285,1.3685511548301732,1.333507590530805
20160326_142309_1281_361,27.290955831796325,26.69801800545477,26.97929382250151,26.51021303134359
20160326_142309_1281_721,31.570283814044892,30.646145452334522,31.900171248439047,31.71039768124909
20160326_142309_1921_361,44.82841348661437,43.50200248172482,44.072453852164095,42.884050270635164
20160326_142309_1921_721,16.179532544564758,14.53320693537805,15.535083152181596,15.730984713155827
20160326_142309_1_361,28.656240478782763,28.284350240274637,27.77536459400664,26.60963034222886
20160326_142309_641_361,4.009147698071973,4.033199459908589,4.78692547584975,4.810977237686367
20160326_142309_641_721,25.52784408977201,25.610750861380616,25.922876608355832,25.029134888978273
20160326_142327_1281_1,21.9276416362986,22.73384855078152,22.387286879054763,22.235236652492393
20160326_142327_1281_1081,16.4680699923454,15.879581244682923,15.627813695761306,14.56687998060845
20160326_142327_1281_361,28.613065205831926,27.381522915065993,27.208870084366676,25.90242449273084
20160326_142327_1281_721,22.130441831262544,21.69891390437762,22.252889732622556,21.38751291963126
20160326_142327_1_1,22.805446420038344,24.40276083589166,24.805446420038344,25.438985967737302
20160326_142327_1_1081,34.75621380640879,35.44611341278717,35.895196772548616,36.857915436715246
20160326_142327_1_361,36.84551697548118,35.72990941060773,36.36630814756152,36.72806055092182
20160326_142327_1_721,38.49794368931134,38.89320544766697,39.648124994736975,39.84629363508685
20160326_142327_641_721,31.11111111111111,26.111111111111114,27.333333333333332,27.333333333333332
20160326_142349_1281_1,21.103543179633807,21.315087398355153,25.096876512967143,25.292589647816406
20160326_142349_1281_1081,34.831277858739526,36.30611367202491,37.22732156663846,38.27149538665339
20160326_142349_1281_361,39.65395572451358,40.51625324545999,43.57669221688994,44.25561997008431
20160326_142349_1281_721,18.331362105060773,18.469301192739593,21.859695438394105,21.997634526072925
20160326_142349_641_1,44.459633822968684,45.94611010261322,48.721427932264994,50.0170713990714
20160326_142349_641_361,22.238044779132306,20.544220543346945,21.894069442448323,21.65518246954754
20160326_142349_641_721,49.57878629100624,50.96711534657929,53.04184029825547,54.624690240563766
20160326_142354_1281_1,33.4414759679813,33.35843796911532,33.43912225179706,33.95847887568823
20160326_142354_1281_1081,41.52180009889633,41.82922525129912,42.491259030174774,42.11559474358798
20160326_142354_1281_361,27.396243181652423,28.63471899238348,28.382820652591583,28.198569002683506
20160326_142354_1281_721,32.79087261254347,32.01694516112613,32.72164131965372,31.934416884090698
20160326_142354_641_1081,16.97137389278388,17.057870893562878,20.27915167056166,20.365648671340658
20160326_142354_641_361,6.2951591873938115,6.558678409210775,6.760714742949367,6.494276904660085
20160326_142354_641_721,41.36804432563856,40.93857861391192,41.84182109722477,42.305728271662936
20160326_142403_1281_361,31.499497804411636,31.681304329909587,30.815001962838657,29.329980755448954
20160326_142403_1281_721,41.888240103757404,42.58290032112699,41.6803181383963,41.435756448467316
20160326_142403_1921_361,15.19856034649855,13.244725592226825,13.28700758204534,13.049839853117367
20160326_142403_1921_721,29.036857148979266,30.636343571811608,29.84723819007207,29.696585371551382
20160326_142403_1_361,41.68968104917805,44.09133622270118,42.949186545873054,43.70937752633202
20160326_142403_641_361,39.52194677011216,40.9700628793569,40.17283753191208,40.220896999868245
20160326_142403_641_721,30.841237784446662,27.4535017803732,27.45599394903038,26.885783668020753
20160326_144512_1081_641,25.33467520156068,24.93339435774466,25.61638393400837,25.568427675387806
20160326_144512_1_1,25.188488226671158,24.359288390350443,24.359474078555106,24.052641427149812
20160326_144512_361_1,25.979736405800956,26.358979684885732,27.669374459102546,27.051888465096024
20160326_144512_721_1,18.11545686861002,17.303808495796012,17.1949838755554,16.927792513147015
20160326_150104_1281_361,11.283512890233618,10.595637405597992,10.754242844025185,10.487377213110285
20160326_150104_1281_721,61.54132257266759,64.3639036587264,62.35591838584804,61.41125082611298
20160326_150104_1921_361,6.0100721161004955,6.212086539320595,7.010072116100495,7.212086539320593
20160326_150104_1921_721,38.93772777320471,42.26871261800854,41.42439443987137,42.78548524150476
20160326_150104_1_361,53.91231823911651,55.49198281476133,54.47758536969394,52.269760592539114
20160326_150104_1_721,54.31993332258857,56.88955937384207,57.96819133268701,59.076460518158754
20160326_150104_641_361,43.441014219053706,45.06209939886753,45.67119631316084,45.09017310221189
20160326_150104_641_721,50.136017997933195,51.91849973067729,53.73380481649161,54.04931533782904
20160326_150319_1081_641,30.703227441470236,29.519259731315827,29.971756401024997,29.5220330582023
20160326_150319_1_641,33.82968030273087,32.79404446177022,33.25471725453496,33.240176434432996
20160326_150319_361_641,32.03816567913255,32.15785159812341,32.35898044524282,31.881608182400562
20160326_150319_721_641,28.82579284359867,27.9746318413501,28.205054006762758,28.377567721831394
20160326_150337_1281_1,2.2222222222222197,2.2222222222222197,2.666666666666664,2.666666666666664
20160326_150337_1281_361,49.21413148402124,50.247986196587554,49.23792314093316,49.38032018741466
20160326_150337_1921_1,42.622799379874984,42.64472008497276,41.70023497780348,40.42498749601631
20160326_150337_1921_361,28.66893164307201,26.256628157050216,26.91427004555196,26.595417093009683
20160326_150337_1_361,27.494553116317515,28.167750125621723,27.689249864127056,27.039309682710005
20160326_150337_641_361,53.91073847338133,53.23424238297749,53.322471746276754,53.08102094099545
20160326_162529_1281_1081,16.336773645086677,13.847196693847119,14.624974471624896,14.624974471624896
20160326_162529_1281_721,74.92207659300468,77.24688701929482,75.80742224305257,75.61214638244378
20160326_162529_1921_361,23.324691365372242,21.822029987552572,24.36074529292313,24.500100259334456
20160326_162529_1921_721,62.627631126391535,62.416143440100505,61.681318644136866,61.511754493040485
20160326_162529_1_361,56.59034027560937,58.78940563175333,57.63042064640592,59.30357552451567
20160326_162529_641_1081,6.270604592855462,6.396035823938896,7.136160148411018,6.998457247562349
20160326_162529_641_361,33.85861216037696,35.37442620402801,36.02838226386857,36.97453316417599
20160326_162529_641_721,68.67991179150526,70.389457197006,69.09835998177178,68.01056830811712
20160326_162532_1281_721,61.12177350421977,65.7257723685184,65.28132792407396,68.00852991448693
20160326_162532_1921_361,49.06612137586488,51.416724996998475,53.44357770366416,55.19919168736054
20160326_162532_1921_721,53.44289449628612,54.50857759741249,57.13355036382748,57.50437006419891
20160326_162532_1_721,52.24878021209576,54.830104613374395,54.275228438890665,55.797665407532946
20160326_162532_641_361,18.086535161606143,18.761622426633203,20.617646272717256,20.88162488156126
20160326_162532_641_721,60.37317093317396,64.07077892599392,64.12719372357894,66.73681826248024
20160326_162538_1281_361,50.82482103564846,53.88815655811794,55.71370992453735,56.56430565123549
20160326_162538_1281_721,40.30233323427845,41.816387331541925,45.30233323427845,45.269974781949706
20160326_162538_1921_361,40.320196597643886,43.790774137734076,42.87575215319944,44.30842346940659
20160326_162538_1_361,31.413515309818646,34.006505267483156,33.302404198707535,34.09456994096172
20160326_162538_1_721,33.56591859835361,35.34284245968038,35.37055305692791,36.13064701752114
20160326_162538_641_721,70.85662593087335,74.53562591592991,74.53562591592991,76.68530074469868
20160326_174634_1281_361,30.50981643610425,31.604716212346112,32.43057469941097,32.97835839697592
20160326_174634_1281_721,32.40204671582022,33.71239129049103,34.434581903468306,34.69947836892385
20160326_174634_1921_361,11.249874159503209,11.30373788029274,13.445985270614319,13.499848991403852
20160326_174634_1921_721,34.96618214788116,36.450503377394824,35.83920144484217,35.94888291674359
20160326_174634_1_1,24.01130072674925,20.49570724806607,21.782373914732737,21.782373914732737
20160326_174634_1_361,49.47334016992747,51.85085045983466,52.36322002467724,53.47393300625682
20160326_174634_1_721,44.5500209514206,45.570470734473226,46.536502485480845,46.76573103689902
20160326_174634_641_361,17.21176477867511,18.324564328517663,19.031764778675107,19.635010922625195
20160326_174634_641_721,40.09342300927013,40.41714352035011,40.3115836213534,40.72585820540952
20160328_150820_1281_721,76.99420110495268,76.82069545200368,76.30108192770523,76.49236571033683
20160328_150820_1921_361,27.03008545097518,27.854623508571276,28.52307217123898,28.640504368778068
20160328_150820_1921_721,54.55091171026422,55.664886897904054,55.02892516268017,54.494875060881384
20160328_150820_1_361,60.63194415835716,60.28915933830973,60.29377617417728,59.68298832161727
20160328_150820_1_721,35.22215672864408,35.559659005417906,37.03754321579023,37.295290295503946
20160328_150820_641_361,5.438888888888887,5.438888888888887,6.5266666666666655,6.5266666666666655
20160328_150820_641_721,47.6011203126957,48.3670754706662,48.44769935269596,48.3174262638748
20160328_150821_1281_361,49.291656384850725,51.23192910392821,51.40646024391084,51.86870727235976
20160328_150821_1281_721,3.12052842860055,3.12052842860055,3.676083984156106,3.6075338539915514
20160328_150821_1921_361,34.61334613127431,34.57038235871241,36.42089490915005,36.69631847081082
20160328_150821_1921_721,49.746849718686725,49.357968227406445,49.35456783893492,48.69316944078132
20160328_150821_1_361,48.703868045555325,50.17886662687558,49.24167013962926,49.19082074427025
20160328_150821_1_721,16.81034446951354,17.87756401061,18.120900025069098,18.20382576891486
20160328_150821_641_361,80.45479331218715,81.7824244580512,80.99007560205335,81.50408791730099
20160328_150827_1281_1,36.161533516651055,34.98763624101259,38.0533812064784,38.35329243794478
20160328_150827_1281_1081,58.79484283666012,61.05876006420332,60.96825822607784,63.101322390023505
20160328_150827_1281_361,69.08937681307725,71.41890064260204,70.69069748101576,70.50568555141214
20160328_150827_1281_721,51.680876677230046,51.464640629371026,52.14571035675305,52.76256188702
20160328_150827_1921_1,39.278354006931565,39.01763816579833,41.95629607121825,42.325367394705424
20160328_150827_1_1,33.3834917175641,31.774574045744373,32.74465174353248,32.58441575625285
20160328_150827_1_361,28.408469741878633,29.616426931368306,29.70944324051961,29.736298730755856
20160328_150827_641_361,57.137854298771465,58.43975231080015,56.73821028469806,55.33558971344359
20160328_150927_1281_1,8.522783975223462,7.178173326528772,7.310951104306549,7.083782735734326
20160328_150927_1281_361,38.18768239250004,36.62431551331764,38.17219541072605,37.481052785849876
20160328_150927_1281_721,61.5340018615427,63.000255914605184,63.11185905539729,62.679550763205505
20160328_150927_1921_721,22.86314688165055,24.149144195125963,25.08536910387277,25.306956576715713
20160328_150927_1_361,57.00189151845558,58.55842091354448,57.346012711406935,57.797440730150676
20160328_150927_1_721,56.875320331006684,59.4775275372039,57.14925847513117,56.82346105561745
20160328_150927_641_361,65.37378504168677,66.82134899842399,66.7699455740717,67.06850154872065
20160328_150927_641_721,50.175828863963844,52.164910683376895,51.418516657332624,51.757895587704084
20160328_150932_1281_361,64.44543100319811,65.4781435845829,65.66847843533414,66.2867862121671
20160328_150932_1281_721,26.510008594613776,24.13021329540463,25.155272968956886,24.304554195253175
20160328_150932_1921_361,65.5419872205546,65.25279952442133,64.34319465043251,62.25279952442134
20160328_150932_1921_721,34.36845642641489,35.13809211282421,35.6950858507106,36.145222109803576
20160328_150932_1_1,12.554578398851547,12.869382967510745,14.750689509962655,15.065494078621855
20160328_150932_1_361,72.77247411439949,73.37235906066239,72.08766917609098,70.90069239399571
20160328_150932_1_721,64.81225354599619,64.87975686487437,66.13443312960554,64.97600586289016
20160328_150932_641_361,58.18621431484436,57.3933115868128,56.555556355221526,56.22448191505802
20160328_150932_641_721,56.83117540100292,56.92177769743978,57.11736491535775,56.16487699607751
20160328_150933_1281_1,25.305805253897066,21.321050072614835,21.980347137866243,22.119383405948167
20160328_150933_1281_361,48.41918818332457,48.956119818072814,49.01430068251513,47.95232215110835
20160328_150933_1281_721,35.716296046195254,36.2912440842493,35.434977503545845,34.73001444280755
20160328_150933_1921_361,61.39016100163044,61.95522901579837,62.305563212595274,61.38701596326612
20160328_150933_1921_721,61.926018228597435,63.17347800588961,62.40150553414594,61.74475952636532
20160328_150933_1_361,30.34202339122939,30.46861385837178,31.43370673643446,31.40121073463593
20160328_150933_1_721,57.354685775947125,60.11177318575614,58.164427569923596,56.88955096353393
20160328_150933_641_361,20.286407625185205,17.834612312996136,18.020709957523966,17.63470858887028
20160328_150933_641_721,59.53794383772086,60.604492111923314,60.201455778358884,59.991983292861114
20160328_150940_1281_361,4.710680154322775,4.720593962965109,5.642902376544997,5.65281618518733
20160328_150940_1281_721,46.08061034568515,45.99347793459279,45.10607894702906,43.9726195850089
20160328_150940_1921_361,37.04062308040417,36.70199595978639,36.50006280106148,35.983031448439824
20160328_150940_1_1,27.664285504780395,27.99634465578568,28.043042957820635,28.1580317997544
